epi_year,epi_week,target,municipio,tests,positives,negatives,positivity
2020,7,hepatite_b_hbv,CAMPO VERDE,1,1,0,1.0
2020,7,hepatite_b_hbv,CUIABA,1,1,0,1.0
2020,9,hepatite_b_hbv,SAO PEDRO DA CIPA,1,1,0,1.0
2020,12,hepatite_c_hcv,CACERES,1,0,1,0.0
2020,19,hepatite_b_hbv,SORRISO,1,1,0,1.0
2020,23,hepatite_b_hbv,CUIABA,1,1,0,1.0
2020,23,tuberculose_cultura,CANARANA,1,0,1,0.0
2020,24,hepatite_b_hbv,MARCELANDIA,1,0,1,0.0
2020,24,hepatite_b_hbv,SORRISO,1,0,1,0.0
2020,25,hepatite_b_hbv,SORRISO,1,1,0,1.0
2020,28,hepatite_b_hbv,SORRISO,1,0,1,0.0
2020,28,sars_cov_2,SAPEZAL,1,0,1,0.0
2020,29,hepatite_b_hbv,SORRISO,2,1,0,0.5
2020,30,hepatite_b_hbv,SORRISO,2,2,0,1.0
2020,30,hepatite_c_hcv,VARZEA GRANDE,1,0,1,0.0
2020,32,hepatite_b_hbv,SORRISO,3,2,1,0.6666666666666666
2020,32,sars_cov_2,SAPEZAL,1,0,1,0.0
2020,33,hepatite_b_hbv,CANABRAVA DO NORTE,1,0,1,0.0
2020,33,hepatite_b_hbv,CUIABA,1,0,1,0.0
2020,33,hepatite_b_hbv,NOVA MUTUM,1,1,0,1.0
2020,33,hepatite_b_hbv,SORRISO,2,2,0,1.0
2020,33,hepatite_c_hcv,PARANATINGA,1,0,1,0.0
2020,34,hepatite_b_hbv,CUIABA,2,1,1,0.5
2020,34,hepatite_b_hbv,GLORIA D''OESTE,1,1,0,1.0
2020,34,hepatite_b_hbv,SORRISO,3,3,0,1.0
2020,34,hepatite_c_hcv,SORRISO,1,0,1,0.0
2020,35,hepatite_b_hbv,CUIABA,2,1,1,0.5
2020,35,hepatite_b_hbv,SORRISO,1,1,0,1.0
2020,35,hepatite_c_hcv,NOVA MUTUM,1,0,1,0.0
2020,36,hepatite_b_hbv,CUIABA,1,0,1,0.0
2020,37,hepatite_b_hbv,CUIABA,1,1,0,1.0
2020,37,hepatite_b_hbv,SORRISO,2,1,1,0.5
2020,38,hepatite_b_hbv,GAUCHA DO NORTE,1,0,1,0.0
2020,38,hepatite_b_hbv,SORRISO,3,3,0,1.0
2020,38,hepatite_c_hcv,SORRISO,1,0,1,0.0
2020,39,hepatite_b_hbv,GAUCHA DO NORTE,1,0,1,0.0
2020,39,hepatite_b_hbv,SORRISO,1,1,0,1.0
2020,39,sars_cov_2,SAPEZAL,1,0,1,0.0
2020,40,hepatite_b_hbv,CUIABA,1,1,0,1.0
2020,40,hepatite_b_hbv,SORRISO,2,2,0,1.0
2020,41,hepatite_b_hbv,CUIABA,1,1,0,1.0
2020,41,hepatite_b_hbv,DOM AQUINO,1,0,1,0.0
2020,41,hepatite_b_hbv,SORRISO,5,2,2,0.4
2020,41,sars_cov_2,SAPEZAL,1,0,1,0.0
2020,42,hepatite_b_hbv,CHAPADA DOS GUIMARAES,1,1,0,1.0
2020,42,hepatite_b_hbv,CUIABA,2,0,2,0.0
2020,42,hepatite_b_hbv,DIAMANTINO,1,1,0,1.0
2020,42,hepatite_b_hbv,SORRISO,5,2,3,0.4
2020,42,hepatite_c_hcv,SORRISO,2,1,1,0.5
2020,42,tuberculose_cultura,VARZEA GRANDE,2,0,2,0.0
2020,42,zika,CAMPO NOVO DO PARECIS,2,1,1,0.5
2020,43,hepatite_b_hbv,JACIARA,1,0,1,0.0
2020,43,hepatite_b_hbv,PARANAITA,1,1,0,1.0
2020,43,hepatite_b_hbv,SORRISO,7,5,2,0.7142857142857143
2020,44,hepatite_b_hbv,SORRISO,1,1,0,1.0
2020,45,hepatite_b_hbv,ALTA FLORESTA,1,1,0,1.0
2020,45,hepatite_b_hbv,GUARANTA DO NORTE,1,0,1,0.0
2020,45,hepatite_b_hbv,SORRISO,6,4,2,0.6666666666666666
2020,45,hepatite_b_hbv,VARZEA GRANDE,1,0,1,0.0
2020,46,hepatite_b_hbv,CAMPO NOVO DO PARECIS,1,0,1,0.0
2020,46,hepatite_b_hbv,CUIABA,6,5,1,0.8333333333333334
2020,46,hepatite_b_hbv,SORRISO,4,3,1,0.75
2020,46,hepatite_c_hcv,CACERES,1,0,1,0.0
2020,46,hepatite_c_hcv,JACIARA,1,0,1,0.0
2020,46,sars_cov_2,SAPEZAL,1,0,1,0.0
2020,47,hepatite_b_hbv,CUIABA,1,1,0,1.0
2020,47,hepatite_b_hbv,PONTES E LACERDA,1,1,0,1.0
2020,47,hepatite_b_hbv,SORRISO,3,3,0,1.0
2020,48,hepatite_b_hbv,CUIABA,2,1,1,0.5
2020,48,hepatite_b_hbv,ITAUBA,1,0,1,0.0
2020,48,hepatite_b_hbv,POCONE,1,1,0,1.0
2020,48,hepatite_c_hcv,PONTES E LACERDA,1,0,1,0.0
2020,48,sars_cov_2,BARRA DO GARCAS,1,0,1,0.0
2020,48,sars_cov_2,COLIDER,4,0,4,0.0
2020,49,hepatite_b_hbv,BARRA DO BUGRES,1,1,0,1.0
2020,49,hepatite_b_hbv,COLIDER,1,0,1,0.0
2020,49,hepatite_b_hbv,CUIABA,4,1,3,0.25
2020,49,hepatite_b_hbv,SORRISO,4,3,1,0.75
2020,49,sars_cov_2,COLIDER,1,0,1,0.0
2020,50,chikungunya,CONFRESA,2,1,1,0.5
2020,50,cultura_para_fungos,JUINA,1,0,1,0.0
2020,50,fungos,JUINA,1,0,1,0.0
2020,50,hepatite_b_hbv,ALTA FLORESTA,1,1,0,1.0
2020,50,hepatite_b_hbv,COLIDER,5,3,2,0.6
2020,50,hepatite_b_hbv,CUIABA,6,4,2,0.6666666666666666
2020,50,hepatite_b_hbv,SORRISO,10,8,2,0.8
2020,50,hepatite_c_hcv,CACERES,1,0,1,0.0
2020,50,hepatite_c_hcv,COLIDER,1,0,1,0.0
2020,50,hepatite_c_hcv,SORRISO,1,0,1,0.0
2020,50,tuberculose_cultura,CUIABA,1,0,1,0.0
2020,50,tuberculose_cultura,JUINA,1,0,1,0.0
2020,51,chikungunya,GUARANTA DO NORTE,2,0,2,0.0
2020,51,dengue,ALTA FLORESTA,1,1,0,1.0
2020,51,dengue,GUARANTA DO NORTE,1,1,0,1.0
2020,51,hepatite_b_hbv,ALTA FLORESTA,1,1,0,1.0
2020,51,hepatite_b_hbv,CUIABA,8,8,0,1.0
2020,51,hepatite_b_hbv,JANGADA,1,1,0,1.0
2020,51,hepatite_b_hbv,SANTO ANTONIO DO LEVERGER,1,0,1,0.0
2020,51,hepatite_b_hbv,SORRISO,4,4,0,1.0
2020,51,hepatite_c_hcv,CUIABA,1,1,0,1.0
2020,51,rifampicina,CUIABA,1,0,1,0.0
2020,51,tuberculose_cultura,CUIABA,2,0,1,0.0
2020,51,zika,CAMPO NOVO DO PARECIS,2,1,1,0.5
2020,52,chikungunya,GUARANTA DO NORTE,2,1,1,0.5
2020,52,dengue,ALTA FLORESTA,1,1,0,1.0
2020,52,dengue,GUARANTA DO NORTE,1,0,1,0.0
2020,52,hepatite_b_hbv,SORRISO,2,1,1,0.5
2020,52,hepatite_c_hcv,SORRISO,1,0,1,0.0
2020,52,sars_cov_2,ARENAPOLIS,1,0,1,0.0
2020,52,sars_cov_2,ARENOPOLIS,1,1,0,1.0
2020,52,sars_cov_2,BARRA DO BUGRES,2,1,1,0.5
2020,52,sars_cov_2,CACERES,1,0,1,0.0
2020,52,sars_cov_2,COLIDER,29,18,11,0.6206896551724138
2020,52,sars_cov_2,GOIANIA,1,0,1,0.0
2020,52,sars_cov_2,ITAUBA,1,0,1,0.0
2020,52,sars_cov_2,JAURU,1,0,1,0.0
2020,52,sars_cov_2,JUSCIMEIRA,1,0,1,0.0
2020,52,sars_cov_2,MIRASSOL D''OESTE,1,0,1,0.0
2020,52,sars_cov_2,MURICI,1,0,1,0.0
2020,52,sars_cov_2,QUERENCIA,2,2,0,1.0
2020,52,sars_cov_2,RIBEIRAOZINHO,2,1,1,0.5
2020,52,sars_cov_2,RONDONOPOLIS,19,4,15,0.2105263157894736
2020,52,sars_cov_2,SAPEZAL,2,1,1,0.5
2020,52,sars_cov_2,SORRISO,1,0,1,0.0
2020,52,sars_cov_2,TANGARA DA SERRA,1,1,0,1.0
2020,52,tuberculose_cultura,JUINA,2,0,2,0.0
2020,52,zika,GUARANTA DO NORTE,2,2,0,1.0
2020,53,chikungunya,CAMPO NOVO DO PARECIS,2,0,2,0.0
2020,53,chikungunya,CANARANA,2,0,2,0.0
2020,53,dengue,CAMPO NOVO DO PARECIS,1,0,1,0.0
2020,53,dengue,CUIABA,4,0,4,0.0
2020,53,dengue,GUARANTA DO NORTE,1,0,1,0.0
2020,53,dengue,MIRASSOL D''OESTE,1,0,1,0.0
2020,53,dengue,NORTELANDIA,1,0,1,0.0
2020,53,dengue,TANGARA DA SERRA,1,0,1,0.0
2020,53,rifampicina,CUIABA,6,0,6,0.0
2020,53,sars_cov_2,ACORIZAL,1,0,1,0.0
2020,53,sars_cov_2,AGUA BOA,10,5,5,0.5
2020,53,sars_cov_2,ALTA FLORESTA,105,83,22,0.7904761904761904
2020,53,sars_cov_2,ALTO PARAGUAI,1,0,1,0.0
2020,53,sars_cov_2,ARAGARCAS,2,0,2,0.0
2020,53,sars_cov_2,ARIPUANA,2,1,1,0.5
2020,53,sars_cov_2,BARRA DO BUGRES,12,7,5,0.5833333333333334
2020,53,sars_cov_2,BARRA DO GARCAS,79,41,38,0.5189873417721519
2020,53,sars_cov_2,BOA VISTA,1,1,0,1.0
2020,53,sars_cov_2,BRASILIA,1,0,1,0.0
2020,53,sars_cov_2,BRASNORTE,1,0,1,0.0
2020,53,sars_cov_2,CACERES,78,32,46,0.4102564102564102
2020,53,sars_cov_2,CAMPINAPOLIS,1,0,1,0.0
2020,53,sars_cov_2,CAMPO GRANDE,4,1,3,0.25
2020,53,sars_cov_2,CAMPO NOVO DO PARECIS,56,20,36,0.3571428571428571
2020,53,sars_cov_2,CAMPOS DE JULIO,4,1,3,0.25
2020,53,sars_cov_2,CANARANA,30,6,24,0.2
2020,53,sars_cov_2,CARLINDA,13,10,3,0.7692307692307693
2020,53,sars_cov_2,CASCAVEL,1,1,0,1.0
2020,53,sars_cov_2,CAXIAS DO SUL,2,1,1,0.5
2020,53,sars_cov_2,CENTRO NOVO DO MARANHAO,1,0,1,0.0
2020,53,sars_cov_2,CHAPADA DOS GUIMARAES,29,12,17,0.4137931034482758
2020,53,sars_cov_2,CHAPECO,1,0,1,0.0
2020,53,sars_cov_2,COLIDER,143,70,73,0.4895104895104895
2020,53,sars_cov_2,CONFRESA,11,4,7,0.3636363636363636
2020,53,sars_cov_2,CONQUISTA D''OESTE,4,3,1,0.75
2020,53,sars_cov_2,CORUMBA,1,1,0,1.0
2020,53,sars_cov_2,COXIM,1,0,1,0.0
2020,53,sars_cov_2,CUIABA,225,98,127,0.4355555555555555
2020,53,sars_cov_2,CURITIBA,2,0,2,0.0
2020,53,sars_cov_2,CURVELANDIA,2,2,0,1.0
2020,53,sars_cov_2,DIAMANTINO,39,10,29,0.2564102564102564
2020,53,sars_cov_2,DOM AQUINO,7,0,7,0.0
2020,53,sars_cov_2,DOMINGOS MARTINS,1,0,1,0.0
2020,53,sars_cov_2,DOURADOS,2,0,2,0.0
2020,53,sars_cov_2,ELOI MENDES,1,0,1,0.0
2020,53,sars_cov_2,FELIZ NATAL,1,0,1,0.0
2020,53,sars_cov_2,FIGUEIROPOLIS D''OESTE,1,0,1,0.0
2020,53,sars_cov_2,FRUTAL,1,0,1,0.0
2020,53,sars_cov_2,GENERAL CARNEIRO,1,0,1,0.0
2020,53,sars_cov_2,GOIANIA,1,0,1,0.0
2020,53,sars_cov_2,GUARANESIA,1,1,0,1.0
2020,53,sars_cov_2,GUARANTA DO NORTE,21,14,7,0.6666666666666666
2020,53,sars_cov_2,GUIRATINGA,1,0,1,0.0
2020,53,sars_cov_2,HORTOLANDIA,1,0,1,0.0
2020,53,sars_cov_2,INDAIATUBA,1,1,0,1.0
2020,53,sars_cov_2,ITAITUBA,1,1,0,1.0
2020,53,sars_cov_2,ITANHANGA,1,0,1,0.0
2020,53,sars_cov_2,ITAPURANGA,1,1,0,1.0
2020,53,sars_cov_2,ITAUBA,15,9,6,0.6
2020,53,sars_cov_2,JACIARA,12,1,11,0.0833333333333333
2020,53,sars_cov_2,JANGADA,7,4,3,0.5714285714285714
2020,53,sars_cov_2,JATAI,2,1,1,0.5
2020,53,sars_cov_2,JUARA,95,51,44,0.5368421052631579
2020,53,sars_cov_2,JUINA,15,11,4,0.7333333333333333
2020,53,sars_cov_2,JUSCIMEIRA,4,2,2,0.5
2020,53,sars_cov_2,LUCAS DO RIO VERDE,104,40,64,0.3846153846153846
2020,53,sars_cov_2,MACEIO,1,1,0,1.0
2020,53,sars_cov_2,MARAU,1,1,0,1.0
2020,53,sars_cov_2,MARCELANDIA,1,1,0,1.0
2020,53,sars_cov_2,MARINGA,1,1,0,1.0
2020,53,sars_cov_2,MATUPA,3,0,3,0.0
2020,53,sars_cov_2,MINEIROS,2,0,2,0.0
2020,53,sars_cov_2,MIRASSOL D''OESTE,20,9,11,0.45
2020,53,sars_cov_2,NORTELANDIA,2,0,2,0.0
2020,53,sars_cov_2,NOSSA SENHORA DO LIVRAMENTO,3,3,0,1.0
2020,53,sars_cov_2,NOVA BANDEIRANTES,3,2,1,0.6666666666666666
2020,53,sars_cov_2,NOVA BRASILANDIA,8,3,5,0.375
2020,53,sars_cov_2,NOVA CANAA DO NORTE,2,2,0,1.0
2020,53,sars_cov_2,NOVA LACERDA,1,1,0,1.0
2020,53,sars_cov_2,NOVA MARILANDIA,1,0,1,0.0
2020,53,sars_cov_2,NOVA MARINGA,8,5,3,0.625
2020,53,sars_cov_2,NOVA MONTE VERDE,1,0,1,0.0
2020,53,sars_cov_2,NOVA MUTUM,1,1,0,1.0
2020,53,sars_cov_2,NOVA OLIMPIA,1,1,0,1.0
2020,53,sars_cov_2,NOVA UBIRATA,1,1,0,1.0
2020,53,sars_cov_2,NOVA XAVANTINA,1,0,1,0.0
2020,53,sars_cov_2,NOVO SAO JOAQUIM,4,3,1,0.75
2020,53,sars_cov_2,OURO PRETO DO OESTE,1,0,1,0.0
2020,53,sars_cov_2,PARANAITA,96,45,51,0.46875
2020,53,sars_cov_2,PEDRA PRETA,1,0,1,0.0
2020,53,sars_cov_2,PEIXOTO DE AZEVEDO,6,1,5,0.1666666666666666
2020,53,sars_cov_2,PENHA,1,0,1,0.0
2020,53,sars_cov_2,PETROLINA DE GOIAS,1,1,0,1.0
2020,53,sars_cov_2,PLACIDO DE CASTRO,1,1,0,1.0
2020,53,sars_cov_2,POCONE,1,1,0,1.0
2020,53,sars_cov_2,PONTAL DO ARAGUAIA,3,2,1,0.6666666666666666
2020,53,sars_cov_2,PONTE BRANCA,2,0,2,0.0
2020,53,sars_cov_2,PONTES E LACERDA,4,3,1,0.75
2020,53,sars_cov_2,PORTELANDIA,1,0,1,0.0
2020,53,sars_cov_2,PORTO ALEGRE,2,2,0,1.0
2020,53,sars_cov_2,PORTO DOS GAUCHOS,1,1,0,1.0
2020,53,sars_cov_2,PORTO VELHO,1,0,1,0.0
2020,53,sars_cov_2,POXOREO,2,1,1,0.5
2020,53,sars_cov_2,PRESIDENTE PRUDENTE,1,0,1,0.0
2020,53,sars_cov_2,PRESIDENTE VENCESLAU,1,1,0,1.0
2020,53,sars_cov_2,PRIMAVERA DO LESTE,6,3,3,0.5
2020,53,sars_cov_2,QUERENCIA,10,2,8,0.2
2020,53,sars_cov_2,RECIFE,1,1,0,1.0
2020,53,sars_cov_2,RIBEIRAOZINHO,1,1,0,1.0
2020,53,sars_cov_2,RIO BRANCO,5,1,4,0.2
2020,53,sars_cov_2,ROLIM DE MOURA,1,1,0,1.0
2020,53,sars_cov_2,RONDON,1,1,0,1.0
2020,53,sars_cov_2,RONDONOPOLIS,21,6,15,0.2857142857142857
2020,53,sars_cov_2,ROSARIO OESTE,35,18,17,0.5142857142857142
2020,53,sars_cov_2,SANTA CARMEM,1,0,1,0.0
2020,53,sars_cov_2,SANTA INES,1,0,1,0.0
2020,53,sars_cov_2,SANTO ANTONIO DO LEVERGER,11,2,9,0.1818181818181818
2020,53,sars_cov_2,SAO JOAO DAS DUAS PONTES,1,1,0,1.0
2020,53,sars_cov_2,SAO JOAO DO CARU,1,1,0,1.0
2020,53,sars_cov_2,SAO JOSE DO RIO CLARO,4,1,3,0.25
2020,53,sars_cov_2,SAO JOSE DO RIO PRETO,1,1,0,1.0
2020,53,sars_cov_2,SAO JOSE DOS QUATRO MARCOS,2,0,2,0.0
2020,53,sars_cov_2,SAO LUIS,1,0,1,0.0
2020,53,sars_cov_2,SAPEZAL,33,5,28,0.1515151515151515
2020,53,sars_cov_2,SERRA NOVA DOURADA,1,0,1,0.0
2020,53,sars_cov_2,SERTANEJA,1,0,1,0.0
2020,53,sars_cov_2,SINOP,5,1,4,0.2
2020,53,sars_cov_2,SORRISO,296,89,207,0.3006756756756756
2020,53,sars_cov_2,TANGARA DA SERRA,334,123,211,0.3682634730538922
2020,53,sars_cov_2,TESOURO,1,0,1,0.0
2020,53,sars_cov_2,UMUARAMA,1,1,0,1.0
2020,53,sars_cov_2,UNIAO DO SUL,2,2,0,1.0
2020,53,sars_cov_2,VARGEM GRANDE,1,0,1,0.0
2020,53,sars_cov_2,VARZEA GRANDE,80,31,49,0.3875
2020,53,sars_cov_2,VERA,1,0,1,0.0
2020,53,sars_cov_2,VILA BELA DA SANTISSIMA TRINDADE,2,2,0,1.0
2020,53,sars_cov_2,VILHENA,3,0,3,0.0
2020,53,sars_cov_2,ZE DOCA,1,1,0,1.0
2020,53,toxoplasmose_igg,GUARANTA DO NORTE,1,1,0,1.0
2020,53,toxoplasmose_igm,GUARANTA DO NORTE,1,0,1,0.0
2020,53,tuberculose_cultura,CAMPO NOVO DO PARECIS,1,1,0,1.0
2020,53,tuberculose_cultura,CUIABA,1,0,1,0.0
2020,53,tuberculose_teste_de_sensibilidade,CAMPO NOVO DO PARECIS,2,0,2,0.0
2020,53,zika,CAMPO NOVO DO PARECIS,4,2,2,0.5
2021,1,baciloscopia,CUIABA,3,3,0,1.0
2021,1,baciloscopia,VARZEA GRANDE,1,1,0,1.0
2021,1,chagas_igg,LUCAS DO RIO VERDE,1,0,1,0.0
2021,1,chikungunya,ALTA FLORESTA,2,0,2,0.0
2021,1,chikungunya,CAMPO NOVO DO PARECIS,10,1,9,0.1
2021,1,chikungunya,CUIABA,3,0,3,0.0
2021,1,chikungunya,LUCAS DO RIO VERDE,2,0,2,0.0
2021,1,chikungunya,NOSSA SENHORA DO LIVRAMENTO,1,0,1,0.0
2021,1,chikungunya,SORRISO,2,0,2,0.0
2021,1,chikungunya,VARZEA GRANDE,4,0,4,0.0
2021,1,cultura_para_fungos,SORRISO,1,1,0,1.0
2021,1,cultura_para_fungos,VILA BELA DA SANTISSIMA TRINDADE,1,1,0,1.0
2021,1,dengue,ALTA FLORESTA,9,1,7,0.1111111111111111
2021,1,dengue,CACERES,1,1,0,1.0
2021,1,dengue,CAMPO NOVO DO PARECIS,6,1,5,0.1666666666666666
2021,1,dengue,CUIABA,6,0,5,0.0
2021,1,dengue,GUARANTA DO NORTE,1,1,0,1.0
2021,1,dengue,LUCAS DO RIO VERDE,2,1,1,0.5
2021,1,dengue,MIRASSOL D''OESTE,4,3,1,0.75
2021,1,dengue,NOSSA SENHORA DO LIVRAMENTO,3,1,2,0.3333333333333333
2021,1,dengue,TANGARA DA SERRA,2,0,2,0.0
2021,1,dengue,VARZEA GRANDE,2,1,1,0.5
2021,1,hepatite_b_hbv,APIACAS,1,1,0,1.0
2021,1,hepatite_b_hbv,CAMPO NOVO DO PARECIS,5,4,1,0.8
2021,1,hepatite_b_hbv,CANARANA,6,4,2,0.6666666666666666
2021,1,hepatite_b_hbv,CUIABA,1,1,0,1.0
2021,1,hepatite_b_hbv,DIAMANTINO,1,0,1,0.0
2021,1,hepatite_b_hbv,ENCANTADO,1,0,1,0.0
2021,1,hepatite_b_hbv,GUARANTA DO NORTE,2,1,1,0.5
2021,1,hepatite_b_hbv,SORRISO,11,8,3,0.7272727272727273
2021,1,hepatite_b_hbv,TANGARA DA SERRA,1,0,1,0.0
2021,1,hepatite_b_hbv,VALE DE SAO DOMINGOS,1,0,1,0.0
2021,1,hepatite_b_hbv,VARZEA GRANDE,3,1,2,0.3333333333333333
2021,1,hepatite_c_hcv,CAMPO NOVO DO PARECIS,1,0,1,0.0
2021,1,hepatite_c_hcv,CANARANA,1,0,1,0.0
2021,1,hepatite_c_hcv,CUIABA,5,0,5,0.0
2021,1,hepatite_c_hcv,GUARANTA DO NORTE,1,0,1,0.0
2021,1,hepatite_c_hcv,POCONE,1,1,0,1.0
2021,1,hepatite_c_hcv,SORRISO,1,0,1,0.0
2021,1,hepatite_c_hcv,TANGARA DA SERRA,2,0,2,0.0
2021,1,hepatite_c_hcv,VARZEA GRANDE,2,1,1,0.5
2021,1,leishmaniose_visceral_humana_teste_rapido,CANARANA,1,0,1,0.0
2021,1,leishmaniose_visceral_humana_teste_rapido,JUINA,1,0,1,0.0
2021,1,poliomielite_paralisia_flacida_aguda,ALTO PARAGUAI,1,0,1,0.0
2021,1,rifampicina,COLIDER,1,0,1,0.0
2021,1,rifampicina,CUIABA,13,0,13,0.0
2021,1,rifampicina,VARZEA GRANDE,1,0,1,0.0
2021,1,sars_cov_2,ACORIZAL,11,2,9,0.1818181818181818
2021,1,sars_cov_2,AGUA BOA,206,61,145,0.2961165048543689
2021,1,sars_cov_2,AGUAS LINDAS DE GOIAS,1,1,0,1.0
2021,1,sars_cov_2,ALEGRETE DO PIAUI,2,0,2,0.0
2021,1,sars_cov_2,ALFENAS,1,0,1,0.0
2021,1,sars_cov_2,ALTA FLORESTA,398,242,155,0.6080402010050251
2021,1,sars_cov_2,ALTA FLORESTA D''OESTE,1,0,1,0.0
2021,1,sars_cov_2,ALTO ARAGUAIA,45,9,36,0.2
2021,1,sars_cov_2,ALTO GARCAS,3,1,2,0.3333333333333333
2021,1,sars_cov_2,ALTO PARAGUAI,6,3,3,0.5
2021,1,sars_cov_2,ALTO TAQUARI,80,22,58,0.275
2021,1,sars_cov_2,ANAPOLIS,1,0,1,0.0
2021,1,sars_cov_2,APIACAS,138,70,68,0.5072463768115942
2021,1,sars_cov_2,AQUIDAUANA,1,0,1,0.0
2021,1,sars_cov_2,ARACAJU,1,0,1,0.0
2021,1,sars_cov_2,ARACATUBA,1,1,0,1.0
2021,1,sars_cov_2,ARAGARCAS,3,1,2,0.3333333333333333
2021,1,sars_cov_2,ARAGUAINHA,2,2,0,1.0
2021,1,sars_cov_2,ARAPUTANGA,90,47,43,0.5222222222222223
2021,1,sars_cov_2,ARENAPOLIS,38,12,26,0.3157894736842105
2021,1,sars_cov_2,ARIPUANA,74,22,52,0.2972972972972973
2021,1,sars_cov_2,ARIQUEMES,1,1,0,1.0
2021,1,sars_cov_2,ARUJA,1,1,0,1.0
2021,1,sars_cov_2,ASSIS,1,0,0,0.0
2021,1,sars_cov_2,BACABAL,1,1,0,1.0
2021,1,sars_cov_2,BALIZA,1,0,1,0.0
2021,1,sars_cov_2,BARAO DE MELGACO,3,0,3,0.0
2021,1,sars_cov_2,BARRA DO BUGRES,80,24,56,0.3
2021,1,sars_cov_2,BARRA DO GARCAS,326,129,197,0.3957055214723926
2021,1,sars_cov_2,BARREIRA,1,1,0,1.0
2021,1,sars_cov_2,BELO HORIZONTE,1,0,1,0.0
2021,1,sars_cov_2,BIGUACU,1,0,1,0.0
2021,1,sars_cov_2,BLUMENAU,1,0,1,0.0
2021,1,sars_cov_2,BOA VISTA,3,1,2,0.3333333333333333
2021,1,sars_cov_2,BOM JESUS DO ARAGUAIA,1,0,1,0.0
2021,1,sars_cov_2,BONFINOPOLIS,1,0,1,0.0
2021,1,sars_cov_2,BRASILIA,6,3,3,0.5
2021,1,sars_cov_2,BRASNORTE,78,20,58,0.2564102564102564
2021,1,sars_cov_2,BREJETUBA,1,1,0,1.0
2021,1,sars_cov_2,BREJO SANTO,1,1,0,1.0
2021,1,sars_cov_2,CAARAPO,1,1,0,1.0
2021,1,sars_cov_2,CACERES,367,142,225,0.3869209809264305
2021,1,sars_cov_2,CACOAL,1,0,1,0.0
2021,1,sars_cov_2,CAFEARA,1,0,1,0.0
2021,1,sars_cov_2,CALDAS NOVAS,1,0,1,0.0
2021,1,sars_cov_2,CAMARAGIBE,1,1,0,1.0
2021,1,sars_cov_2,CAMPINA DA LAGOA,1,0,1,0.0
2021,1,sars_cov_2,CAMPINA GRANDE,1,0,1,0.0
2021,1,sars_cov_2,CAMPINAPOLIS,1,0,1,0.0
2021,1,sars_cov_2,CAMPINAS,1,0,1,0.0
2021,1,sars_cov_2,CAMPO GRANDE,17,5,12,0.2941176470588235
2021,1,sars_cov_2,CAMPO MOURAO,1,1,0,1.0
2021,1,sars_cov_2,CAMPO NOVO DO PARECIS,244,71,173,0.290983606557377
2021,1,sars_cov_2,CAMPO VERDE,25,7,18,0.28
2021,1,sars_cov_2,CAMPOS BELOS,1,0,1,0.0
2021,1,sars_cov_2,CAMPOS DE JULIO,60,13,47,0.2166666666666666
2021,1,sars_cov_2,CANABRAVA DO NORTE,1,0,1,0.0
2021,1,sars_cov_2,CANARANA,60,19,41,0.3166666666666666
2021,1,sars_cov_2,CANTANHEDE,1,0,1,0.0
2021,1,sars_cov_2,CAPIVARI,1,0,1,0.0
2021,1,sars_cov_2,CARAZINHO,1,0,1,0.0
2021,1,sars_cov_2,CARLINDA,52,36,16,0.6923076923076923
2021,1,sars_cov_2,CASCAVEL,9,7,2,0.7777777777777778
2021,1,sars_cov_2,CASTANHEIRA,18,8,10,0.4444444444444444
2021,1,sars_cov_2,CEREJEIRAS,1,1,0,1.0
2021,1,sars_cov_2,CERQUILHO,1,1,0,1.0
2021,1,sars_cov_2,CHAPADA DOS GUIMARAES,89,23,66,0.2584269662921348
2021,1,sars_cov_2,CHAPADAO DO SUL,1,1,0,1.0
2021,1,sars_cov_2,CHUPINGUAIA,1,1,0,1.0
2021,1,sars_cov_2,CLAUDIA,2,2,0,1.0
2021,1,sars_cov_2,COCALINHO,10,5,5,0.5
2021,1,sars_cov_2,COLATINA,1,0,1,0.0
2021,1,sars_cov_2,COLIDER,203,85,118,0.4187192118226601
2021,1,sars_cov_2,COLNIZA,7,3,4,0.4285714285714285
2021,1,sars_cov_2,COLOMBO,2,2,0,1.0
2021,1,sars_cov_2,COMODORO,139,85,54,0.6115107913669064
2021,1,sars_cov_2,CONFRESA,55,15,40,0.2727272727272727
2021,1,sars_cov_2,CONQUISTA D''OESTE,21,8,13,0.3809523809523809
2021,1,sars_cov_2,CORUMBA,1,1,0,1.0
2021,1,sars_cov_2,CORURIPE,1,0,1,0.0
2021,1,sars_cov_2,COSTA RICA,1,0,1,0.0
2021,1,sars_cov_2,CUIABA,2118,746,1372,0.352219074598678
2021,1,sars_cov_2,CURITIBA,7,2,5,0.2857142857142857
2021,1,sars_cov_2,CURUCA,1,0,1,0.0
2021,1,sars_cov_2,CURVELANDIA,32,15,17,0.46875
2021,1,sars_cov_2,DENISE,1,0,1,0.0
2021,1,sars_cov_2,DEODAPOLIS,1,1,0,1.0
2021,1,sars_cov_2,DIAMANTINO,104,36,68,0.3461538461538461
2021,1,sars_cov_2,DOM AQUINO,24,10,14,0.4166666666666667
2021,1,sars_cov_2,DOM PEDRO,1,0,1,0.0
2021,1,sars_cov_2,DOURADINA,1,1,0,1.0
2021,1,sars_cov_2,DOURADOS,2,1,1,0.5
2021,1,sars_cov_2,EMBU,2,1,1,0.5
