data_emissao,tipo,municipio,agravo_alvo,epi_year,epi_week,prob,horizon_weeks,desfecho,confirmado
2026-08-30,silencio,FORTUNA,sars_cov_2,2024,23,0.4823,2,silencio,1
2026-08-30,silencio,ACAILANDIA,chikungunya,2025,27,0.4823,2,silencio,1
2026-08-30,silencio,ACRELANDIA,chikungunya,2025,5,0.4823,2,silencio,1
2026-08-30,silencio,GOIANIRA,tuberculose,2025,20,0.4823,2,silencio,1
2026-08-30,silencio,GOVERNADOR EUGENIO BARROS,dengue,2025,25,0.4823,2,silencio,1
2026-08-30,silencio,GOVERNADOR LUIZ ROCHA,dengue,2025,27,0.4823,2,silencio,1
2026-08-30,silencio,FOZ DO IGUACU,chikungunya,2025,12,0.4823,2,silencio,1
2026-08-30,silencio,CACOAL,sars_cov_2,2024,47,0.4823,2,silencio,1
2026-08-30,silencio,ALFENAS,chikungunya,2025,9,0.4823,2,silencio,1
2026-08-30,silencio,ALMEIRIM,chikungunya,2025,9,0.4823,2,silencio,1
2026-08-30,silencio,BONITO,hepatite_c_hcv,2025,13,0.4823,2,silencio,1
2026-08-30,silencio,ALMEIRIM,zika,2025,27,0.4823,2,silencio,1
2026-08-30,silencio,BORDA DA MATA,chikungunya,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,VILA NOVA DOS MARTIRIOS,zika,2025,6,0.4823,2,silencio,1
2026-08-30,silencio,SAO JOAO DA BOA VISTA,chikungunya,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,SANTA MARIANA,chikungunya,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,VIAMAO,dengue,2024,21,0.4823,2,silencio,1
2026-08-30,silencio,VIAMAO,tuberculose,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,VIANA,tuberculose,2026,1,0.4823,2,silencio,1
2026-08-30,silencio,SANTA MARIANA,zika,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,ICARA,zika,2025,27,0.4823,2,silencio,1
2026-08-30,silencio,BURITI,dengue,2025,16,0.4823,2,silencio,1
2026-08-30,silencio,SAO JOSE DA TAPERA,chikungunya,2024,26,0.4823,2,silencio,1
2026-08-30,silencio,SANTA QUITERIA DO MARANHAO,chikungunya,2025,20,0.4823,2,silencio,1
2026-08-30,silencio,IGARACU DO TIETE,tuberculose,2025,26,0.4823,2,silencio,1
2026-08-30,silencio,BURITI BRAVO,dengue,2024,23,0.4823,2,silencio,1
2026-08-30,silencio,SIDROLANDIA,chikungunya,2025,9,0.4823,2,silencio,1
2026-08-30,silencio,SIDROLANDIA,tuberculose,2025,9,0.4823,2,silencio,1
2026-08-30,silencio,SIDROLANDIA,zika,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,SAO JOSE DE RIBAMAR,tuberculose,2024,23,0.4823,2,silencio,1
2026-08-30,silencio,IGUATEMI,chikungunya,2025,49,0.4823,2,silencio,1
2026-08-30,silencio,URBANO SANTOS,dengue,2025,24,0.4823,2,silencio,1
2026-08-30,silencio,PRESIDENTE PRUDENTE,tuberculose,2025,12,0.4823,2,silencio,1
2026-08-30,silencio,FIGUEIROPOLIS D''OESTE,hepatite_a,2024,31,0.4823,2,silencio,1
2026-08-30,silencio,PORTO VELHO,hansen_ase_hansen_ase,2025,21,0.4823,2,silencio,1
2026-08-30,silencio,ALTA FLORESTA D''OESTE,tuberculose,2025,9,0.4823,2,silencio,1
2026-08-30,silencio,UTINGA,tuberculose,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,CACU,chikungunya,2024,33,0.4823,2,silencio,1
2026-08-30,silencio,BATATAIS,dengue,2025,30,0.4823,2,silencio,1
2026-08-30,silencio,VARGEM GRANDE,dengue,2025,21,0.4823,2,silencio,1
2026-08-30,silencio,FLOR DO SERTAO,chikungunya,2025,21,0.4823,2,silencio,1
2026-08-30,silencio,VARJAO DE MINAS,dengue,2024,33,0.4823,2,silencio,1
2026-08-30,silencio,SANTANA DO ARAGUAIA,dengue,2025,23,0.4823,2,silencio,1
2026-08-30,silencio,VERE,dengue,2025,3,0.4823,2,silencio,1
2026-08-30,silencio,ALTO ALEGRE DO MARANHAO,dengue,2025,13,0.4823,2,silencio,1
2026-08-30,silencio,BEBEDOURO,chikungunya,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,ALTO ALEGRE DO PINDARE,sars_cov_2,2024,30,0.4823,2,silencio,1
2026-08-30,silencio,BEBERIBE,chikungunya,2025,45,0.4823,2,silencio,1
2026-08-30,silencio,IGUATEMI,zika,2025,49,0.4823,2,silencio,1
2026-08-30,silencio,UBERABA,chikungunya,2025,45,0.4823,2,silencio,1
2026-08-30,silencio,UBERABA,sars_cov_2,2024,21,0.4823,2,silencio,1
2026-08-30,silencio,ILHA COMPRIDA,chikungunya,2024,43,0.4823,2,silencio,1
2026-08-30,silencio,ILHA SOLTEIRA,chikungunya,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,ILHABELA,tuberculose,2025,5,0.4823,2,silencio,1
2026-08-30,silencio,ULIANOPOLIS,dengue,2025,32,0.4823,2,silencio,1
2026-08-30,silencio,UMUARAMA,chikungunya,2025,23,0.4823,2,silencio,1
2026-08-30,silencio,ILHEUS,dengue,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,BEBERIBE,zika,2025,45,0.4823,2,silencio,1
2026-08-30,silencio,SETE QUEDAS,dengue,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,TUCUMA,chikungunya,2025,11,0.4823,2,silencio,1
2026-08-30,silencio,BELA VISTA DE GOIAS,tuberculose,2025,31,0.4823,2,silencio,1
2026-08-30,silencio,TUFILANDIA,chikungunya,2025,45,0.4823,2,silencio,1
2026-08-30,silencio,IMPERATRIZ,chikungunya,2025,19,0.4823,2,silencio,1
2026-08-30,silencio,IMPERATRIZ,sars_cov_2,2025,40,0.4823,2,silencio,1
2026-08-30,silencio,TUNTUM,chikungunya,2025,14,0.4823,2,silencio,1
2026-08-30,silencio,PRESIDENTE MEDICI,chikungunya,2025,9,0.4823,2,silencio,1
2026-08-30,silencio,BARRA DOS COQUEIROS,dengue,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,SANTAREM,chikungunya,2025,15,0.4823,2,silencio,1
2026-08-30,silencio,INHAMBUPE,dengue,2024,21,0.4823,2,silencio,1
2026-08-30,silencio,SANTAREM,leptospira,2024,41,0.4823,2,silencio,1
2026-08-30,silencio,FERNANDOPOLIS,chikungunya,2025,14,0.4823,2,silencio,1
2026-08-30,silencio,RIO VERDE DE MATO GROSSO,chikungunya,2024,31,0.4823,2,silencio,1
2026-08-30,silencio,BIGUACU,chikungunya,2025,10,0.4823,2,silencio,1
2026-08-30,silencio,EUCLIDES DA CUNHA,influenza,2025,40,0.4823,2,silencio,1
2026-08-30,silencio,BIGUACU,dengue,2025,19,0.4823,2,silencio,1
2026-08-30,silencio,TOLEDO,zika,2025,40,0.4823,2,silencio,1
2026-08-30,silencio,CACHOEIRA DO SUL,chikungunya,2024,40,0.4823,2,silencio,1
2026-08-30,silencio,FARROUPILHA,chikungunya,2025,49,0.4823,2,silencio,1
2026-08-30,silencio,TRAIRAO,tuberculose,2025,13,0.4823,2,silencio,1
2026-08-30,silencio,SAO FRANCISCO,chikungunya,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,SANTA HELENA,dengue,2024,34,0.4823,2,silencio,1
2026-08-30,silencio,TRES LAGOAS,var_ola_var_ola,2024,47,0.4823,2,silencio,1
2026-08-30,silencio,TRES LAGOAS,var_ola_varicela_zoster_biologia_molecular,2024,47,0.4823,2,silencio,1
2026-08-30,silencio,TRINDADE,chikungunya,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,TRINDADE,dengue,2024,31,0.4823,2,silencio,1
2026-08-30,silencio,SAO FRANCISCO DO SUL,tuberculose,2025,27,0.4823,2,silencio,1
2026-08-30,silencio,SAO GABRIEL DO OESTE,chikungunya,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,SANTA HELENA,tuberculose,2024,23,0.4823,2,silencio,1
2026-08-30,silencio,AURIFLAMA,dengue,2025,27,0.4823,2,silencio,1
2026-08-30,silencio,AURORA DO PARA,tuberculose,2025,20,0.4823,2,silencio,1
2026-08-30,silencio,TERESINA,chikungunya,2024,22,0.4823,2,silencio,1
2026-08-30,silencio,CAIEIRAS,dengue,2024,50,0.4823,2,silencio,1
2026-08-30,silencio,TERRA BOA,dengue,2025,35,0.4823,2,silencio,1
2026-08-30,silencio,SERRA,chikungunya,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,BREJO,hantavirus,2024,38,0.4823,2,silencio,1
2026-08-30,silencio,TIJUCAS,chikungunya,2025,27,0.4823,2,silencio,1
2026-08-30,silencio,SAO GONCALO,tuberculose,2026,1,0.4823,2,silencio,1
2026-08-30,silencio,TIMBO,chikungunya,2025,27,0.4823,2,silencio,1
2026-08-30,silencio,SERRA,zika,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,ESPIGAO D''OESTE,chikungunya,2024,51,0.4823,2,silencio,1
2026-08-30,silencio,BREU BRANCO,influenza,2025,15,0.4823,2,silencio,1
2026-08-30,silencio,TOLEDO,chikungunya,2025,40,0.4823,2,silencio,1
2026-08-30,silencio,TABOCAS DO BREJO VELHO,chikungunya,2024,24,0.4823,2,silencio,1
2026-08-30,silencio,TACURU,dengue,2025,45,0.4823,2,silencio,1
2026-08-30,silencio,TAILANDIA,dengue,2024,31,0.4823,2,silencio,1
2026-08-30,silencio,ESPIGAO D''OESTE,influenza,2024,36,0.4823,2,silencio,1
2026-08-30,silencio,BADY BASSITT,chikungunya,2025,9,0.4823,2,silencio,1
2026-08-30,silencio,TANABI,chikungunya,2025,5,0.4823,2,silencio,1
2026-08-30,silencio,BRUSQUE,chikungunya,2025,20,0.4823,2,silencio,1
2026-08-30,silencio,CALDAS NOVAS,hepatite_b_hbv,2025,5,0.4823,2,silencio,1
2026-08-30,silencio,BOA VISTA,sars_cov_2,2025,22,0.4823,2,silencio,1
2026-08-30,silencio,RODEIO BONITO,chikungunya,2025,32,0.4823,2,silencio,1
2026-08-30,silencio,BOA VISTA DO GURUPI,chikungunya,2025,32,0.4823,2,silencio,1
2026-08-30,silencio,SANTA LUZIA,chikungunya,2025,24,0.4823,2,silencio,1
2026-08-30,silencio,AMAMBAI,chikungunya,2025,21,0.4823,2,silencio,1
2026-08-30,silencio,ASSIS,sars_cov_2,2025,18,0.4823,2,silencio,1
2026-08-30,silencio,ASSIS BRASIL,chikungunya,2025,9,0.4823,2,silencio,1
2026-08-30,silencio,ROLIM DE MOURA,hansen_ase_hansen_ase,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,ANANINDEUA,chikungunya,2025,45,0.4823,2,silencio,1
2026-08-30,silencio,ANANINDEUA,influenza,2025,22,0.4823,2,silencio,1
2026-08-30,silencio,ANANINDEUA,sars_cov_2,2024,34,0.4823,2,silencio,1
2026-08-30,silencio,ASSIS BRASIL,zika,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,SULINA,dengue,2024,35,0.4823,2,silencio,1
2026-08-30,silencio,SUMARE,zika,2025,4,0.4823,2,silencio,1
2026-08-30,silencio,BOCA DO ACRE,chikungunya,2025,40,0.4823,2,silencio,1
2026-08-30,silencio,INHAPI,chikungunya,2025,9,0.4823,2,silencio,1
2026-08-30,silencio,ALTOS,chikungunya,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,SANTA MARIA,chikungunya,2025,40,0.4823,2,silencio,1
2026-08-30,silencio,INHUMAS,sars_cov_2,2024,31,0.4823,2,silencio,1
2026-08-30,silencio,SENADOR CANEDO,chikungunya,2025,9,0.4823,2,silencio,1
2026-08-30,silencio,SANTA MARIA,zika,2025,40,0.4823,2,silencio,1
2026-08-30,silencio,BELO ORIENTE,chikungunya,2025,8,0.4823,2,silencio,1
2026-08-30,silencio,SENADOR FIRMINO,tuberculose,2025,20,0.4823,2,silencio,1
2026-08-30,silencio,SENADOR LA ROCQUE,chikungunya,2024,27,0.4823,2,silencio,1
2026-08-30,silencio,SENADOR LA ROCQUE,dengue,2024,35,0.4823,2,silencio,1
2026-08-30,silencio,SENADOR RUI PALMEIRA,tuberculose,2024,48,0.4823,2,silencio,1
2026-08-30,silencio,GRAMADO,chikungunya,2024,26,0.4823,2,silencio,1
2026-08-30,silencio,RENASCENCA,chikungunya,2025,25,0.4823,2,silencio,1
2026-08-30,silencio,DOM ELISEU,dengue,2024,35,0.4823,2,silencio,1
2026-08-30,silencio,CABEDELO,chikungunya,2025,11,0.4823,2,silencio,1
2026-08-30,silencio,RENASCENCA,zika,2025,31,0.4823,2,silencio,1
2026-08-30,silencio,GUAJARA-MIRIM,chikungunya,2025,10,0.4823,2,silencio,1
2026-08-30,silencio,CAMPOS NOVOS,hansen_ase_hansen_ase,2025,22,0.4823,2,silencio,1
2026-08-30,silencio,BACABAL,infec_o_coloniza_o_bact_rias_teste_de_sensibilidade,2025,9,0.4823,2,silencio,1
2026-08-30,silencio,BOM JESUS DAS SELVAS,chikungunya,2025,9,0.4823,2,silencio,1
2026-08-30,silencio,RIACHO DA CRUZ,tuberculose,2025,45,0.4823,2,silencio,1
2026-08-30,silencio,SAO VALENTIM,dengue,2024,21,0.4823,2,silencio,1
2026-08-30,silencio,AQUIDAUANA,chikungunya,2025,12,0.4823,2,silencio,1
2026-08-30,silencio,SAO VALERIO DO SUL,chikungunya,2024,31,0.4823,2,silencio,1
2026-08-30,silencio,SAO VICENTE,chikungunya,2025,14,0.4823,2,silencio,1
retrospectivo,risco,AGUA BOA,dengue,2025,25,0.625,2,alerta_lab,1
retrospectivo,risco,AGUA BOA,tuberculose,2025,18,0.6684915265060566,2,alerta_lab,1
retrospectivo,risco,AGUA BOA,tuberculose,2025,20,0.6425477710476988,2,alerta_lab,1
retrospectivo,risco,AGUA BOA,tuberculose,2025,21,0.7202468938542637,2,alerta_lab,1
retrospectivo,risco,AGUA BOA,tuberculose,2025,22,0.625,2,sem_confirmacao,0
retrospectivo,risco,AGUA BOA,tuberculose,2025,49,0.625,2,sem_confirmacao,0
retrospectivo,risco,AGUA BOA,tuberculose_cultura,2021,24,0.630642201218506,2,sem_confirmacao,0
retrospectivo,risco,AGUA BOA,tuberculose_cultura,2023,3,0.6177875805829856,2,sem_confirmacao,0
retrospectivo,risco,AGUA BOA,tuberculose_cultura,2023,25,0.5671158351417861,2,sem_confirmacao,0
2026-08-30,risco,CUIABA,hepatite_b_hbv,2026,30,0.9495,2,sem_confirmacao,0
2026-08-30,risco,VARZEA GRANDE,hepatite_b_hbv,2026,30,0.9361,2,sem_confirmacao,0
2026-08-30,risco,JUINA,hepatite_b_hbv,2026,30,0.9354,2,sem_confirmacao,0
2026-08-30,risco,PRIMAVERA DO LESTE,hepatite_b_hbv,2026,28,0.9351,2,sem_confirmacao,0
2026-08-30,risco,RONDONOPOLIS,hepatite_b_hbv,2026,29,0.9322,2,sem_confirmacao,0
2026-08-30,risco,COTRIGUACU,hepatite_b_hbv,2026,23,0.9315,2,sem_confirmacao,0
2026-08-30,risco,ALTA FLORESTA,hepatite_b_hbv,2026,28,0.9315,2,sem_confirmacao,0
2026-08-30,risco,CASTANHEIRA,hepatite_b_hbv,2026,30,0.9292,2,sem_confirmacao,0
2026-08-30,risco,SORRISO,hepatite_b_hbv,2026,30,0.9266,2,sem_confirmacao,0
2026-08-30,risco,SERRA NOVA DOURADA,hepatite_b_hbv,2026,22,0.926,2,sem_confirmacao,0
2026-08-30,risco,TERRA NOVA DO NORTE,hepatite_b_hbv,2026,30,0.9256,2,sem_confirmacao,0
2026-08-30,risco,ARIPUANA,hepatite_b_hbv,2026,30,0.923,2,sem_confirmacao,0
2026-08-30,risco,MARCELANDIA,hepatite_b_hbv,2026,25,0.9208,2,sem_confirmacao,0
2026-08-30,risco,NOVO SANTO ANTONIO,hepatite_b_hbv,2026,20,0.9187,2,sem_confirmacao,0
2026-08-30,risco,LUCAS DO RIO VERDE,dengue,2026,30,0.9105,2,sem_confirmacao,0
2026-08-30,risco,JUARA,hepatite_b_hbv,2026,29,0.9078,2,sem_confirmacao,0
2026-08-30,risco,CONFRESA,hepatite_b_hbv,2026,28,0.9035,2,sem_confirmacao,0
2026-08-30,risco,JURUENA,hepatite_b_hbv,2026,29,0.9033,2,sem_confirmacao,0
2026-08-30,risco,PEIXOTO DE AZEVEDO,hepatite_b_hbv,2026,30,0.9014,2,sem_confirmacao,0
2026-08-30,risco,TERRA NOVA DO NORTE,hepatite_a,2026,29,0.899,2,sem_confirmacao,0
2026-08-30,risco,QUERENCIA,hepatite_b_hbv,2026,30,0.8853,2,sem_confirmacao,0
2026-08-30,risco,CANARANA,hepatite_b_hbv,2026,30,0.8806,2,sem_confirmacao,0
2026-08-30,risco,BOM JESUS DO ARAGUAIA,hepatite_b_hbv,2026,21,0.8644,2,sem_confirmacao,0
2026-08-30,risco,CUIABA,toxoplasmose_toxoplasmose_igg,2026,30,0.8625,2,sem_confirmacao,0
2026-08-30,risco,PARANAITA,hepatite_b_hbv,2026,25,0.8607,2,sem_confirmacao,0
2026-08-30,risco,NOVA XAVANTINA,hepatite_a,2026,21,0.8575,2,sem_confirmacao,0
2026-08-30,risco,COLIDER,hepatite_b_hbv,2026,30,0.8558,2,sem_confirmacao,0
2026-08-30,risco,BRASNORTE,hepatite_b_hbv,2026,29,0.8445,2,sem_confirmacao,0
2026-08-30,risco,MATUPA,hepatite_b_hbv,2026,30,0.8409,2,sem_confirmacao,0
2026-08-30,risco,GUARANTA DO NORTE,hepatite_b_hbv,2026,30,0.8361,2,sem_confirmacao,0
2026-08-30,risco,AGUA BOA,hepatite_b_hbv,2026,30,0.836,2,sem_confirmacao,0
2026-08-30,risco,NOVA XAVANTINA,hepatite_b_hbv,2026,30,0.8319,2,sem_confirmacao,0
2026-08-30,risco,MIRASSOL D''OESTE,hepatite_b_hbv,2026,26,0.8271,2,sem_confirmacao,0
2026-08-30,risco,VARZEA GRANDE,dengue,2026,30,0.816,2,sem_confirmacao,0
2026-08-30,risco,CUIABA,infec_o_coloniza_o_pesquisa_de_carbapenemases,2026,29,0.8158,2,sem_confirmacao,0
2026-08-30,risco,CUIABA,citomegalov_rus_citomegalov_rus_igg,2026,22,0.8046,2,sem_confirmacao,0
2026-08-30,risco,CACERES,chikungunya,2026,17,0.8044,2,sem_confirmacao,0
2026-08-30,risco,VILA RICA,hepatite_b_hbv,2026,28,0.8031,2,sem_confirmacao,0
2026-08-30,risco,COLNIZA,hepatite_b_hbv,2026,30,0.7979,2,sem_confirmacao,0
2026-08-30,risco,PORTO ALEGRE DO NORTE,hepatite_b_hbv,2026,30,0.7977,2,sem_confirmacao,0
2026-08-30,risco,CUIABA,tuberculose,2026,30,0.7953,2,sem_confirmacao,0
2026-08-30,risco,ALTO BOA VISTA,hepatite_b_hbv,2026,17,0.7951,2,sem_confirmacao,0
2026-08-30,risco,VARZEA GRANDE,toxoplasmose_citomegalov_rus_igg,2026,30,0.7908,2,sem_confirmacao,0
2026-08-30,risco,CUIABA,toxoplasmose_citomegalov_rus_igg,2026,30,0.7869,2,sem_confirmacao,0
2026-08-30,risco,CUIABA,infec_o_coloniza_o_cultura_para_fungos,2026,28,0.7627,2,sem_confirmacao,0
2026-08-30,risco,NOVO MUNDO,hepatite_b_hbv,2026,28,0.7509,2,sem_confirmacao,0
2026-08-30,risco,TABAPORA,hepatite_b_hbv,2025,51,0.731,2,sem_confirmacao,0
2026-08-30,risco,SANTA TEREZINHA,hepatite_b_hbv,2026,28,0.7283,2,sem_confirmacao,0
2026-08-30,risco,PONTES E LACERDA,hepatite_b_hbv,2026,29,0.7282,2,sem_confirmacao,0
2026-08-30,risco,VERA,zika,2025,35,0.726,2,sem_confirmacao,0
2026-08-30,risco,VARZEA GRANDE,tuberculose,2026,30,0.7209,2,sem_confirmacao,0
2026-08-30,risco,NOVA BANDEIRANTES,hepatite_b_hbv,2026,25,0.6969,2,sem_confirmacao,0
2026-08-30,risco,NOVA SANTA HELENA,hepatite_b_hbv,2026,28,0.6968,2,sem_confirmacao,0
2026-08-30,risco,CAMPO VERDE,hepatite_b_hbv,2026,29,0.6842,2,sem_confirmacao,0
2026-08-30,risco,BARRA DO GARCAS,hepatite_b_hbv,2026,30,0.6785,2,sem_confirmacao,0
2026-08-30,risco,DIAMANTINO,hepatite_b_hbv,2026,28,0.6624,2,sem_confirmacao,0
2026-08-30,risco,CANABRAVA DO NORTE,hepatite_b_hbv,2026,22,0.6599,2,sem_confirmacao,0
2026-08-30,risco,MATUPA,hepatite_a,2025,31,0.6581,2,sem_confirmacao,0
2026-08-30,risco,JACIARA,hepatite_b_hbv,2026,28,0.6511,2,sem_confirmacao,0
2026-08-30,risco,BARAO DE MELGACO,sars_cov_2,2026,18,0.6476,2,sem_confirmacao,0
2026-08-30,risco,VARZEA GRANDE,infec_o_coloniza_o_cultura_para_fungos,2026,28,0.6188,2,sem_confirmacao,0
2026-08-30,risco,CANARANA,zika,2025,37,0.6109,2,sem_confirmacao,0
2026-08-30,risco,CUIABA,htlv_htlv_i_ii_v_rus_linfotr_pico_humano_tipo_i_e_ii,2026,19,0.6101,2,sem_confirmacao,0
2026-08-30,risco,CUIABA,hepatite_a,2026,29,0.6059,2,sem_confirmacao,0
2026-08-30,risco,COLIDER,doen_a_de_chagas_chagas_igg,2026,29,0.5726,2,sem_confirmacao,0
2026-08-30,risco,NOVA SANTA HELENA,chikungunya,2025,27,0.5713,2,sem_confirmacao,0
2026-08-30,risco,CUIABA,dengue,2026,30,0.5664,2,sem_confirmacao,0
2026-08-30,risco,BARAO DE MELGACO,influenza,2026,20,0.5444,2,sem_confirmacao,0
2026-08-30,risco,CACERES,zika,2026,17,0.5392,2,sem_confirmacao,0
2026-08-30,risco,CANARANA,leishmaniose,2026,23,0.5371,2,sem_confirmacao,0
2026-08-30,risco,SORRISO,zika,2025,42,0.5357,2,sem_confirmacao,0
2026-08-30,risco,CAMPINAPOLIS,dengue,2026,30,0.5286,2,sem_confirmacao,0
2026-08-30,risco,PONTES E LACERDA,dengue,2026,30,0.5242,2,sem_confirmacao,0
2026-08-30,risco,NOVA UBIRATA,chikungunya,2025,37,0.5209,2,sem_confirmacao,0
2026-08-30,risco,POCONE,zika,2025,51,0.5153,2,sem_confirmacao,0
2026-08-30,risco,CANARANA,doen_a_de_chagas_chagas,2026,28,0.4908,2,sem_confirmacao,0
2026-08-30,risco,FELIZ NATAL,zika,2025,31,0.4891,2,sem_confirmacao,0
2026-08-30,risco,PLANALTO DA SERRA,chikungunya,2025,32,0.4872,2,sem_confirmacao,0
2026-08-30,risco,CANARANA,doen_a_de_chagas_chagas_igg,2026,28,0.4701,2,sem_confirmacao,0
2026-08-30,risco,LAMBARI D''OESTE,dengue,2026,17,0.4594,2,sem_confirmacao,0
2026-08-30,risco,TANGARA DA SERRA,dengue,2026,30,0.4575,2,sem_confirmacao,0
2026-08-30,risco,LUCAS DO RIO VERDE,zika,2026,15,0.4552,2,sem_confirmacao,0
2026-08-30,risco,COLIDER,doen_a_de_chagas_chagas,2026,29,0.4517,2,sem_confirmacao,0
2026-08-30,risco,RONDONOPOLIS,tuberculose,2026,30,0.444,2,sem_confirmacao,0
2026-08-30,risco,DIAMANTINO,zika,2025,46,0.4406,2,sem_confirmacao,0
2026-08-30,risco,NOVA GUARITA,chikungunya,2025,37,0.4366,2,sem_confirmacao,0
2026-08-30,risco,NOVA SANTA HELENA,zika,2025,30,0.4222,2,sem_confirmacao,0
2026-08-30,risco,TANGARA DA SERRA,tuberculose,2026,30,0.4192,2,sem_confirmacao,0
2026-08-30,risco,ARAPUTANGA,zika,2025,39,0.416,2,sem_confirmacao,0
2026-08-30,risco,LUCAS DO RIO VERDE,tuberculose,2026,30,0.4096,2,sem_confirmacao,0
2026-08-30,risco,SORRISO,tuberculose,2026,30,0.409,2,sem_confirmacao,0
2026-08-30,risco,SINOP,htlv_htlv_i_ii_v_rus_linfotr_pico_humano_tipo_i_e_ii,2026,19,0.4064,2,sem_confirmacao,0
2026-08-30,risco,CANARANA,toxoplasmose_toxoplasmose_igg,2026,11,0.3965,2,sem_confirmacao,0
2026-08-30,risco,NOVO HORIZONTE DO NORTE,zika,2025,51,0.3952,2,sem_confirmacao,0
2026-08-30,risco,SINOP,hiv,2026,29,0.3946,2,sem_confirmacao,0
2026-08-30,risco,SINOP,tuberculose,2026,30,0.3941,2,sem_confirmacao,0
2026-08-30,risco,CACERES,raiva_raiva,2026,26,0.3878,2,sem_confirmacao,0
2026-08-30,risco,GUARANTA DO NORTE,zika,2025,35,0.3871,2,sem_confirmacao,0
2026-08-30,risco,SANTA CARMEM,dengue,2026,29,0.3865,2,sem_confirmacao,0
2026-08-30,risco,CAMPINAPOLIS,sars_cov_2,2026,19,0.3809,2,sem_confirmacao,0
2026-08-30,risco,GUARANTA DO NORTE,toxoplasmose_toxoplasmose_igg,2026,28,0.3704,2,sem_confirmacao,0
2026-08-30,risco,GUARANTA DO NORTE,toxoplasmose_citomegalov_rus_igg,2026,30,0.3657,2,sem_confirmacao,0
2026-08-30,risco,CANARANA,chikungunya,2025,37,0.3577,2,sem_confirmacao,0
2026-08-30,risco,CACERES,tuberculose,2026,30,0.3533,2,sem_confirmacao,0
2026-08-30,risco,BARRA DO GARCAS,tuberculose,2026,29,0.35,2,sem_confirmacao,0
2026-08-30,risco,COLIDER,zika,2026,22,0.3489,2,sem_confirmacao,0
2026-08-30,risco,CAMPOS DE JULIO,zika,2025,31,0.348,2,sem_confirmacao,0
2026-08-30,risco,PEIXOTO DE AZEVEDO,tuberculose,2026,30,0.347,2,sem_confirmacao,0
2026-08-30,risco,CAMPO VERDE,doen_a_de_chagas_chagas,2026,29,0.339,2,sem_confirmacao,0
2026-08-30,risco,CAMPOS DE JULIO,chikungunya,2025,31,0.3341,2,sem_confirmacao,0
2026-08-30,risco,DIAMANTINO,tuberculose,2026,29,0.332,2,sem_confirmacao,0
2026-08-30,risco,NOVA MUTUM,tuberculose,2026,30,0.3319,2,sem_confirmacao,0
2026-08-30,risco,NOVO MUNDO,chikungunya,2025,34,0.3279,2,sem_confirmacao,0
2026-08-30,risco,ITANHANGA,chikungunya,2025,33,0.3273,2,sem_confirmacao,0
2026-08-30,risco,LUCAS DO RIO VERDE,chikungunya,2026,16,0.3237,2,sem_confirmacao,0
2026-08-30,risco,SORRISO,dengue,2026,30,0.3234,2,sem_confirmacao,0
2026-08-30,risco,BARRA DO BUGRES,tuberculose,2026,30,0.323,2,sem_confirmacao,0
2026-08-30,risco,CHAPADA DOS GUIMARAES,tuberculose,2026,30,0.3099,2,sem_confirmacao,0
2026-08-30,risco,CANARANA,dengue,2026,28,0.3097,2,sem_confirmacao,0
2026-08-30,risco,NOVA BANDEIRANTES,zika,2025,36,0.3091,2,sem_confirmacao,0
2026-08-30,risco,VARZEA GRANDE,sarampo_rub_ola_igg,2026,22,0.3066,2,sem_confirmacao,0
2026-08-30,risco,CACERES,dengue,2026,30,0.3065,2,sem_confirmacao,0
2026-08-30,risco,POCONE,tuberculose,2026,30,0.3027,2,sem_confirmacao,0
2026-08-30,risco,NOVA BANDEIRANTES,chikungunya,2025,36,0.302,2,sem_confirmacao,0
2026-08-30,risco,VERA,chikungunya,2026,6,0.2958,2,sem_confirmacao,0
2026-08-30,risco,JUARA,dengue,2026,20,0.2952,2,sem_confirmacao,0
2026-08-30,risco,SORRISO,toxoplasmose_toxoplasmose_igg,2026,14,0.2914,2,sem_confirmacao,0
2026-08-30,risco,ARIPUANA,dengue,2025,36,0.291,2,sem_confirmacao,0
2026-08-30,risco,DENISE,chikungunya,2025,41,0.2895,2,sem_confirmacao,0
2026-08-30,risco,CAMPO VERDE,tuberculose,2026,30,0.2893,2,sem_confirmacao,0
